feature_name,feature_label,feature_group,feature_family,task_specific,diagnostic_strength,direction_consistency,language_specificity,task_specificity_score,valid_cells,valid_languages,valid_manifest_tasks,valid_paper_task_labels,stability_score,interpretation_category,language_specificity_threshold,task_specificity_threshold,display_name,category_order
ft_unique_item_count,unique item count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,unique item count,4
ft_repetition_count,repetition count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,repetition count,4
ft_intrusion_count,intrusion count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,intrusion count,4
ft_valid_item_count,valid item count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,valid item count,4
ft_valid_item_ratio,valid item ratio,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,valid item ratio,4
ft_items_per_second,items per second,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,items per second,4
ft_cluster_count,cluster count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,cluster count,4
ft_mean_cluster_size,mean cluster size,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mean cluster size,4
ft_switch_count,switch count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,switch count,4
ft_letter_valid_count,letter valid count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,letter valid count,4
ft_letter_violation_count,letter violation count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,letter violation count,4
fc_topic_coherence,topic coherence,fc,task:FC,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,topic coherence,4
fc_topic_switch_rate,topic switch rate,fc,task:FC,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,topic switch rate,4
fc_embedding_dispersion,embedding dispersion,fc,task:FC,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,embedding dispersion,4
fc_named_entity_density,named entity density,fc,task:FC,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,named entity density,4
fc_repetition_rate,repetition rate,fc,task:FC,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,repetition rate,4
fc_mean_utterance_similarity,mean utterance similarity,fc,task:FC,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mean utterance similarity,4
fc_first_last_similarity,first last similarity,fc,task:FC,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,first last similarity,4
fc_topic_return_ratio,topic return ratio,fc,task:FC,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,topic return ratio,4
cmd_token_count,token count,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,token count,4
cmd_unique_token_ratio,unique token ratio,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,unique token ratio,4
cmd_utterance_count,utterance count,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,utterance count,4
cmd_mean_utterance_length,mean utterance length,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mean utterance length,4
cmd_device_keyword_ratio,device keyword ratio,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,device keyword ratio,4
cmd_request_marker_ratio,request marker ratio,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,request marker ratio,4
cmd_action_verb_ratio,action verb ratio,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,action verb ratio,4
cmd_repetition_rate,repetition rate,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,repetition rate,4
cmd_duration_per_token,duration per token,cmd,task:command,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,duration per token,4
rep_token_count,token count,rep,task:repetition,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,token count,4
rep_unique_token_ratio,unique token ratio,rep,task:repetition,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,unique token ratio,4
rep_immediate_repetition_count,immediate repetition count,rep,task:repetition,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,immediate repetition count,4
rep_repetition_rate,repetition rate,rep,task:repetition,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,repetition rate,4
rep_bigram_repetition_rate,bigram repetition rate,rep,task:repetition,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,bigram repetition rate,4
rep_sequence_match_to_reference,sequence match to reference,rep,task:repetition,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,sequence match to reference,4
rep_reference_token_coverage,reference token coverage,rep,task:repetition,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,reference token coverage,4
rep_duration_per_token,duration per token,rep,task:repetition,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,duration per token,4
ms_token_count,token count,ms,task:motor,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,token count,4
ms_target_syllable_count,target syllable count,ms,task:motor,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,target syllable count,4
ms_target_syllable_ratio,target syllable ratio,ms,task:motor,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,target syllable ratio,4
ms_alternation_switch_count,alternation switch count,ms,task:motor,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,alternation switch count,4
ms_unique_syllable_ratio,unique syllable ratio,ms,task:motor,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,unique syllable ratio,4
ms_repetition_rate,repetition rate,ms,task:motor,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,repetition rate,4
ms_tokens_per_second,tokens per second,ms,task:motor,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,tokens per second,4
ms_target_syllables_per_second,target syllables per second,ms,task:motor,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,target syllables per second,4
na_utterance_count,utterance count,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,utterance count,4
na_mean_utterance_length,mean utterance length,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mean utterance length,4
na_temporal_marker_density,temporal marker density,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,temporal marker density,4
na_causal_marker_density,causal marker density,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,causal marker density,4
na_first_person_ratio,first person ratio,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,first person ratio,4
na_procedural_marker_density,procedural marker density,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,procedural marker density,4
na_topic_coherence,topic coherence,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,topic coherence,4
na_topic_switch_rate,topic switch rate,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,topic switch rate,4
na_repetition_rate,repetition rate,na,task:NA,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,repetition rate,4
pr_np_count,np count,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,np count,4
pr_vp_count,vp count,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,vp count,4
pr_pp_count,pp count,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,pp count,4
pr_adjp_count,adjp count,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,adjp count,4
pr_advp_count,advp count,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,advp count,4
pr_np_ratio,np ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,np ratio,4
pr_vp_ratio,vp ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,vp ratio,4
pr_pp_ratio,pp ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,pp ratio,4
pr_adjp_ratio,adjp ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,adjp ratio,4
pr_advp_ratio,advp ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,advp ratio,4
pr_np_mean_len,np mean len,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,np mean len,4
pr_vp_mean_len,vp mean len,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,vp mean len,4
pr_pp_mean_len,pp mean len,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,pp mean len,4
pr_adjp_mean_len,adjp mean len,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,adjp mean len,4
pr_advp_mean_len,advp mean len,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,advp mean len,4
pr_np_rate,np rate,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,np rate,4
pr_vp_rate,vp rate,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,vp rate,4
pr_pp_rate,pp rate,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,pp rate,4
pr_chunk_density,chunk density,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,chunk density,4
pr_chunk_diversity,chunk diversity,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,chunk diversity,4
pr_det_noun_ratio,det noun ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,det noun ratio,4
pr_adj_noun_ratio,adj noun ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,adj noun ratio,4
pr_pron_verb_ratio,pron verb ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,pron verb ratio,4
pr_noun_verb_ratio,noun verb ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,noun verb ratio,4
pr_verb_det_ratio,verb det ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,verb det ratio,4
pr_adp_noun_ratio,adp noun ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,adp noun ratio,4
pr_aux_verb_ratio,aux verb ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,aux verb ratio,4
pr_verb_adv_ratio,verb adv ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,verb adv ratio,4
pr_adv_verb_ratio,adv verb ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,adv verb ratio,4
pr_noun_adp_ratio,noun adp ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,noun adp ratio,4
pr_verb_pron_ratio,verb pron ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,verb pron ratio,4
pr_cconj_pron_ratio,cconj pron ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,cconj pron ratio,4
pr_sconj_pron_ratio,sconj pron ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,sconj pron ratio,4
pr_adp_det_ratio,adp det ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,adp det ratio,4
pr_det_adj_ratio,det adj ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,det adj ratio,4
pr_det_adj_noun_ratio,det adj noun ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,det adj noun ratio,4
pr_det_noun_verb_ratio,det noun verb ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,det noun verb ratio,4
pr_pron_aux_verb_ratio,pron aux verb ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,pron aux verb ratio,4
pr_pron_verb_det_ratio,pron verb det ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,pron verb det ratio,4
pr_adp_det_noun_ratio,adp det noun ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,adp det noun ratio,4
pr_noun_aux_verb_ratio,noun aux verb ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,noun aux verb ratio,4
pr_root_verb_ratio,root verb ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,root verb ratio,4
pr_root_noun_ratio,root noun ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,root noun ratio,4
pr_root_pron_ratio,root pron ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,root pron ratio,4
pr_root_adj_ratio,root adj ratio,pr,phrase,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,root adj ratio,4
sx_dep_length_q25,dep length q25,sx,syntax,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,dep length q25,4
sx_dep_length_q50,dep length q50,sx,syntax,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,dep length q50,4
sx_dep_length_q75,dep length q75,sx,syntax,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,dep length q75,4
sx_tree_depth_std,tree depth std,sx,syntax,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,tree depth std,4
sx_tree_depth_q75,tree depth q75,sx,syntax,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,tree depth q75,4
sx_upos_entropy,upos entropy,sx,syntax,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,upos entropy,4
sx_dep_entropy,dep entropy,sx,syntax,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,dep entropy,4
sx_subject_object_balance,subject object balance,sx,syntax,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,subject object balance,4
par_mfcc_1_mean,mfcc 1 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 1 mean,4
par_mfcc_1_std,mfcc 1 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 1 std,4
par_mfcc_1_skew,mfcc 1 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 1 skew,4
par_mfcc_1_kurtosis,mfcc 1 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 1 kurtosis,4
par_delta_mfcc_1_mean,delta mfcc 1 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 1 mean,4
par_delta_mfcc_1_std,delta mfcc 1 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 1 std,4
par_mfcc_2_mean,mfcc 2 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 2 mean,4
par_mfcc_2_std,mfcc 2 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 2 std,4
par_mfcc_2_skew,mfcc 2 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 2 skew,4
par_mfcc_2_kurtosis,mfcc 2 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 2 kurtosis,4
par_delta_mfcc_2_mean,delta mfcc 2 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 2 mean,4
par_delta_mfcc_2_std,delta mfcc 2 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 2 std,4
par_mfcc_3_mean,mfcc 3 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 3 mean,4
par_mfcc_3_std,mfcc 3 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 3 std,4
par_mfcc_3_skew,mfcc 3 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 3 skew,4
par_mfcc_3_kurtosis,mfcc 3 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 3 kurtosis,4
par_delta_mfcc_3_mean,delta mfcc 3 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 3 mean,4
par_delta_mfcc_3_std,delta mfcc 3 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 3 std,4
par_mfcc_4_mean,mfcc 4 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 4 mean,4
par_mfcc_4_std,mfcc 4 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 4 std,4
par_mfcc_4_skew,mfcc 4 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 4 skew,4
par_mfcc_4_kurtosis,mfcc 4 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 4 kurtosis,4
par_delta_mfcc_4_mean,delta mfcc 4 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 4 mean,4
par_delta_mfcc_4_std,delta mfcc 4 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 4 std,4
par_mfcc_5_mean,mfcc 5 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 5 mean,4
par_mfcc_5_std,mfcc 5 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 5 std,4
par_mfcc_5_skew,mfcc 5 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 5 skew,4
par_mfcc_5_kurtosis,mfcc 5 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 5 kurtosis,4
par_delta_mfcc_5_mean,delta mfcc 5 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 5 mean,4
par_delta_mfcc_5_std,delta mfcc 5 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 5 std,4
par_mfcc_6_mean,mfcc 6 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 6 mean,4
par_mfcc_6_std,mfcc 6 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 6 std,4
par_mfcc_6_skew,mfcc 6 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 6 skew,4
par_mfcc_6_kurtosis,mfcc 6 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 6 kurtosis,4
par_delta_mfcc_6_mean,delta mfcc 6 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 6 mean,4
par_delta_mfcc_6_std,delta mfcc 6 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 6 std,4
par_mfcc_7_mean,mfcc 7 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 7 mean,4
par_mfcc_7_std,mfcc 7 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 7 std,4
par_mfcc_7_skew,mfcc 7 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 7 skew,4
par_mfcc_7_kurtosis,mfcc 7 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 7 kurtosis,4
par_delta_mfcc_7_mean,delta mfcc 7 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 7 mean,4
par_delta_mfcc_7_std,delta mfcc 7 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 7 std,4
par_mfcc_8_mean,mfcc 8 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 8 mean,4
par_mfcc_8_std,mfcc 8 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 8 std,4
par_mfcc_8_skew,mfcc 8 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 8 skew,4
par_mfcc_8_kurtosis,mfcc 8 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 8 kurtosis,4
par_delta_mfcc_8_mean,delta mfcc 8 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 8 mean,4
par_delta_mfcc_8_std,delta mfcc 8 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 8 std,4
par_mfcc_9_mean,mfcc 9 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 9 mean,4
par_mfcc_9_std,mfcc 9 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 9 std,4
par_mfcc_9_skew,mfcc 9 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 9 skew,4
par_mfcc_9_kurtosis,mfcc 9 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 9 kurtosis,4
par_delta_mfcc_9_mean,delta mfcc 9 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 9 mean,4
par_delta_mfcc_9_std,delta mfcc 9 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 9 std,4
par_mfcc_10_mean,mfcc 10 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 10 mean,4
par_mfcc_10_std,mfcc 10 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 10 std,4
par_mfcc_10_skew,mfcc 10 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 10 skew,4
par_mfcc_10_kurtosis,mfcc 10 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 10 kurtosis,4
par_delta_mfcc_10_mean,delta mfcc 10 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 10 mean,4
par_delta_mfcc_10_std,delta mfcc 10 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 10 std,4
par_mfcc_11_mean,mfcc 11 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 11 mean,4
par_mfcc_11_std,mfcc 11 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 11 std,4
par_mfcc_11_skew,mfcc 11 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 11 skew,4
par_mfcc_11_kurtosis,mfcc 11 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 11 kurtosis,4
par_delta_mfcc_11_mean,delta mfcc 11 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 11 mean,4
par_delta_mfcc_11_std,delta mfcc 11 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,delta mfcc 11 std,4
par_mfcc_12_mean,mfcc 12 mean,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 12 mean,4
par_mfcc_12_std,mfcc 12 std,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 12 std,4
par_mfcc_12_skew,mfcc 12 skew,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 12 skew,4
par_mfcc_12_kurtosis,mfcc 12 kurtosis,par,paralinguistic,False,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 12 kurtosis,4
