run_name,language_code,language,ranking_method,ranking_description,subset,top_k,num_features,tested_features,bonferroni_significant_features,fdr_significant_features,model_family,model_variant,accuracy,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,9,31,dt,depth20,0.5476190476190477,0.5535714285714286,0.5346938775510204,0.5357142857142857,0.5714285714285714,0.7142857142857143,0.5535714285714285,0.6921768707482994
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,9,31,rf,n200,0.8095238095238095,0.75,0.7666666666666666,0.9285714285714286,0.5714285714285714,0.8125,0.8520408163265306,0.925399053153758
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,9,31,svm,linear_c1,0.7619047619047619,0.7857142857142857,0.7529411764705882,0.7142857142857143,0.8571428571428571,0.9090909090909091,0.7946428571428572,0.8648389184248727
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,9,31,svm,rbf_c1,0.7857142857142857,0.7857142857142857,0.7699330493000609,0.7857142857142857,0.7857142857142857,0.88,0.7755102040816326,0.8603759940057485
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,9,31,lr,c1,0.7380952380952381,0.75,0.7254901960784313,0.7142857142857143,0.7857142857142857,0.8695652173913043,0.7780612244897959,0.8710944138219487
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,9,31,dt,depth20,0.6190476190476191,0.5892857142857143,0.5851851851851853,0.6785714285714286,0.5,0.7307692307692307,0.5892857142857143,0.7101648351648351
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,9,31,rf,n200,0.7857142857142857,0.7678571428571428,0.7630094043887148,0.8214285714285714,0.7142857142857143,0.8518518518518519,0.8711734693877551,0.9366541249390749
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,9,31,svm,linear_c1,0.6428571428571429,0.6428571428571429,0.625668449197861,0.6428571428571429,0.6428571428571429,0.782608695652174,0.7372448979591837,0.8581999298705734
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,9,31,svm,rbf_c1,0.7142857142857143,0.7321428571428572,0.703529411764706,0.6785714285714286,0.7857142857142857,0.8636363636363636,0.8163265306122448,0.9052545706284867
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,9,31,lr,c1,0.7380952380952381,0.75,0.7254901960784313,0.7142857142857143,0.7857142857142857,0.8695652173913043,0.8545918367346939,0.9338841575137204
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,9,31,dt,depth20,0.7142857142857143,0.6964285714285714,0.6888888888888889,0.75,0.6428571428571429,0.8076923076923077,0.6964285714285714,0.7724358974358975
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,9,31,rf,n200,0.8333333333333334,0.8035714285714286,0.8089668615984404,0.8928571428571429,0.7142857142857143,0.8620689655172413,0.9056122448979592,0.9569944948723165
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,9,31,svm,linear_c1,0.7142857142857143,0.7321428571428572,0.703529411764706,0.6785714285714286,0.7857142857142857,0.8636363636363636,0.8596938775510204,0.9362879012630216
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,9,31,svm,rbf_c1,0.7142857142857143,0.7142857142857143,0.6971153846153846,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.8341836734693877,0.9187899655308529
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,9,31,lr,c1,0.5952380952380952,0.5892857142857142,0.5757575757575757,0.6071428571428571,0.5714285714285714,0.7391304347826086,0.673469387755102,0.7764292195584559
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,9,31,dt,depth20,0.6190476190476191,0.5178571428571428,0.5073313782991202,0.8214285714285714,0.21428571428571427,0.6764705882352942,0.5178571428571428,0.6747198879551821
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,9,31,rf,n200,0.7380952380952381,0.6785714285714286,0.6867796610169492,0.8571428571428571,0.5,0.7741935483870968,0.7257653061224489,0.829650030807699
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,9,31,svm,linear_c1,0.5714285714285714,0.5714285714285714,0.5552941176470588,0.5714285714285714,0.5714285714285714,0.7272727272727273,0.6709183673469388,0.7739164086207044
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,9,31,svm,rbf_c1,0.6904761904761905,0.6785714285714286,0.6676810712111991,0.7142857142857143,0.6428571428571429,0.8,0.7346938775510206,0.844620869669007
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,9,31,lr,c1,0.7619047619047619,0.7321428571428572,0.7321428571428572,0.8214285714285714,0.6428571428571429,0.8214285714285714,0.739795918367347,0.8651596339890164
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,9,31,dt,depth20,0.6666666666666666,0.6607142857142858,0.6466346153846154,0.6785714285714286,0.6428571428571429,0.7916666666666666,0.6607142857142857,0.7514880952380951
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,9,31,rf,n200,0.7380952380952381,0.6785714285714286,0.6867796610169492,0.8571428571428571,0.5,0.7741935483870968,0.8214285714285714,0.9183052026238476
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,9,31,svm,linear_c1,0.7380952380952381,0.7321428571428572,0.71880706025563,0.75,0.7142857142857143,0.84,0.7321428571428572,0.8510637022525447
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,9,31,svm,rbf_c1,0.7857142857142857,0.8035714285714286,0.7754010695187166,0.75,0.8571428571428571,0.9130434782608695,0.8112244897959184,0.903945515395022
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,9,31,lr,c1,0.6904761904761905,0.7142857142857143,0.6816326530612244,0.6428571428571429,0.7857142857142857,0.8571428571428571,0.7321428571428572,0.8234574314386286
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,9,31,dt,depth20,0.6428571428571429,0.6071428571428572,0.6050156739811913,0.7142857142857143,0.5,0.7407407407407407,0.6071428571428572,0.7195767195767195
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,9,31,rf,n200,0.7380952380952381,0.6964285714285714,0.6998050682261208,0.8214285714285714,0.5714285714285714,0.7931034482758621,0.8329081632653061,0.9238262325267605
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,9,31,svm,linear_c1,0.7380952380952381,0.7321428571428572,0.71880706025563,0.75,0.7142857142857143,0.84,0.7372448979591837,0.8004563797063705
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,9,31,svm,rbf_c1,0.7380952380952381,0.75,0.7254901960784313,0.7142857142857143,0.7857142857142857,0.8695652173913043,0.8163265306122448,0.9070199335922827
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,9,31,lr,c1,0.7619047619047619,0.7857142857142857,0.7529411764705882,0.7142857142857143,0.8571428571428571,0.9090909090909091,0.7755102040816326,0.860825372475085
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,9,31,dt,depth20,0.6428571428571429,0.6428571428571429,0.625668449197861,0.6428571428571429,0.6428571428571429,0.782608695652174,0.6428571428571428,0.7412008281573499
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,9,31,rf,n200,0.7142857142857143,0.6785714285714286,0.6785714285714286,0.7857142857142857,0.5714285714285714,0.7857142857142857,0.8201530612244897,0.9069041819309466
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,9,31,svm,linear_c1,0.6904761904761905,0.7142857142857143,0.6816326530612244,0.6428571428571429,0.7857142857142857,0.8571428571428571,0.7653061224489796,0.8770167663179679
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,9,31,svm,rbf_c1,0.6904761904761905,0.6964285714285714,0.6755793226381461,0.6785714285714286,0.7142857142857143,0.8260869565217391,0.7627551020408163,0.8618296374715871
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,9,31,lr,c1,0.6904761904761905,0.6964285714285714,0.6755793226381461,0.6785714285714286,0.7142857142857143,0.8260869565217391,0.8061224489795918,0.8968919239615281
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,9,31,dt,depth20,0.5952380952380952,0.5535714285714286,0.5523510971786834,0.6785714285714286,0.42857142857142855,0.7037037037037037,0.5535714285714286,0.6917989417989419
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,9,31,rf,n200,0.7142857142857143,0.6785714285714286,0.6785714285714286,0.7857142857142857,0.5714285714285714,0.7857142857142857,0.8635204081632653,0.9307807536044241
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,9,31,svm,linear_c1,0.7142857142857143,0.7321428571428572,0.703529411764706,0.6785714285714286,0.7857142857142857,0.8636363636363636,0.7806122448979592,0.8887424904313581
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,9,31,svm,rbf_c1,0.6904761904761905,0.7142857142857143,0.6816326530612244,0.6428571428571429,0.7857142857142857,0.8571428571428571,0.8188775510204083,0.9090039165206897
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,9,31,lr,c1,0.7380952380952381,0.75,0.7254901960784313,0.7142857142857143,0.7857142857142857,0.8695652173913043,0.8545918367346939,0.9338841575137204
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,9,31,dt,depth20,0.7142857142857143,0.6964285714285714,0.6888888888888889,0.75,0.6428571428571429,0.8076923076923077,0.6964285714285714,0.7724358974358975
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,9,31,rf,n200,0.8333333333333334,0.8035714285714286,0.8089668615984404,0.8928571428571429,0.7142857142857143,0.8620689655172413,0.9056122448979592,0.9569944948723165
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,9,31,svm,linear_c1,0.7142857142857143,0.7321428571428572,0.703529411764706,0.6785714285714286,0.7857142857142857,0.8636363636363636,0.8596938775510204,0.9362879012630216
language_el_all_rich,el,Greek,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,9,31,svm,rbf_c1,0.7142857142857143,0.7142857142857143,0.6971153846153846,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.8341836734693877,0.9187899655308529
